gridpoint,lon,lat
843,9.8010559,53.1310539
844,9.8691025,53.2721558
845,9.9377136,53.4132004
846,10.0069122,53.5541763
847,10.0767059,53.6950912
848,10.1470795,53.8359451
849,10.2180634,53.9767303
850,10.2896576,54.1174583
851,10.3618774,54.2581139
852,10.4347153,54.3987160
853,10.5081711,54.5392380
854,10.5822754,54.6797028
855,10.6570206,54.8200874
856,10.7324142,54.9604073
857,10.8084717,55.1006660
858,10.8851929,55.2408447
859,10.9625854,55.3809547
860,11.0406570,55.5209846
861,11.1194305,55.6609535
862,11.1988983,55.8008347
863,11.2790604,55.9406471
864,11.3599548,56.0803871
865,11.4415588,56.2200432
866,11.5238876,56.3596191
867,11.6069641,56.4991188
868,11.6907959,56.6385422
869,11.7753677,56.7778740
870,11.8607178,56.9171333
871,11.9468460,57.0563011
872,12.0337601,57.1953888
873,12.1214600,57.3343925
874,12.2099533,57.4733047
875,12.2992783,57.6121407
876,12.3894272,57.7508774
877,12.4803925,57.8895149
878,12.5722122,58.0280800
879,12.6648865,58.1665421
880,12.7584229,58.3049049
881,12.8528366,58.4431839
882,12.9481277,58.5813599
883,9.4275818,52.8895226
884,9.4938049,53.0309525
885,9.5605850,53.1723213
886,9.6279373,53.3136444
887,9.6958618,53.4548950
888,9.7643509,53.5960846
889,9.8334351,53.7372246
890,9.9031067,53.8782883
891,9.9733810,54.0193024
892,10.0442505,54.1602440
893,10.1157379,54.3011246
894,10.1878433,54.4419441
895,10.2605743,54.5826988
896,10.3339386,54.7233925
897,10.4079361,54.8640022
898,10.4825897,55.0045547
899,10.5578995,55.1450424
900,10.6338577,55.2854462
901,10.7104874,55.4257927
902,10.7877960,55.5660591
903,10.8657913,55.7062645
904,10.9444809,55.8463898
905,11.0238647,55.9864349
906,11.1039658,56.1264191
907,11.1847839,56.2663231
908,11.2663193,56.4061432
909,11.3485947,56.5458870
910,11.4316177,56.6855583
911,11.5153809,56.8251457
912,11.5999069,56.9646492
913,11.6852112,57.1040764
914,11.7712936,57.2434235
915,11.8581619,57.3826752
916,11.9458313,57.5218544
917,12.0343018,57.6609421
918,12.1235962,57.7999382
919,12.2137222,57.9388504
920,12.3046799,58.0776787
921,12.3964920,58.2164154
922,12.4891510,58.3550453
923,12.5826874,58.4935913
924,12.6771088,58.6320381
925,9.1880417,52.9299049
926,9.2535706,53.0715408
927,9.3196564,53.2131195
928,9.3863068,53.3546486
929,9.4535217,53.4961128
930,9.5213089,53.6375160
931,9.5896912,53.7788696
932,9.6586380,53.9201469
933,9.7281952,54.0613785
934,9.7983398,54.2025414
935,9.8690948,54.3436432
936,9.9404678,54.4846840
937,10.0124588,54.6256561
938,10.0850754,54.7665749
939,10.1583252,54.9074097
940,10.2322159,55.0481949
941,10.3067551,55.1889038
942,10.3819580,55.3295479
943,10.4578247,55.4701271
944,10.5343552,55.6106186
945,10.6115723,55.7510643
946,10.6894760,55.8914261
947,10.7680740,56.0317154
948,10.8473740,56.1719322
949,10.9273911,56.3120728
950,11.0081253,56.4521370
951,11.0895844,56.5921326
952,11.1717834,56.7320442
953,11.2547302,56.8718796
954,11.3384399,57.0116386
955,11.4229050,57.1513100
956,11.5081558,57.2909088
957,11.5941772,57.4304237
958,11.6809998,57.5698471
959,11.7686234,57.7092056
960,11.8570633,57.8484573
961,11.9463196,57.9876289
962,12.0364151,58.1267281
963,12.1273422,58.2657204
964,12.2191315,58.4046211
965,12.3117828,58.5434380
966,12.4053040,58.6821671
967,8.9480438,52.9697914
968,9.0128784,53.1116333
969,9.0782700,53.2534180
970,9.1442184,53.3951530
971,9.2107239,53.5368309
972,9.2778015,53.6784515
973,9.3454590,53.8200111
974,9.4136810,53.9615097
975,9.4825134,54.1029510
976,9.5519257,54.2443314
977,9.6219406,54.3856468
978,9.6925659,54.5269089
979,9.7638092,54.6681061
980,9.8356781,54.8092384
981,9.9081650,54.9503021
982,9.9813004,55.0913086
983,10.0550766,55.2322502
984,10.1295090,55.3731232
985,10.2045822,55.5139236
986,10.2803345,55.6546555
987,10.3567657,55.7953262
988,10.4338760,55.9359207
989,10.5116730,56.0764427
990,10.5901794,56.2168999
991,10.6693802,56.3572845
992,10.7492981,56.4975891
993,10.8299408,56.6378212
994,10.9113235,56.7779808
995,10.9934387,56.9180603
996,11.0763092,57.0580673
997,11.1599426,57.1979942
998,11.2443390,57.3378410
999,11.3295059,57.4776077
1000,11.4154739,57.6172905
1001,11.5022354,57.7569008
1002,11.5897980,57.8964119
1003,11.6781921,58.0358467
1004,11.7674103,58.1752014
1005,11.8574524,58.3144608
1006,11.9483414,58.4536285
1007,12.0401001,58.5927086
1008,12.1327286,58.7317047
1009,8.7076111,53.0091972
1010,8.7717438,53.1512413
1011,8.8364258,53.2932358
1012,8.9016647,53.4351768
1013,8.9674606,53.5770607
1014,9.0338135,53.7188835
1015,9.1007462,53.8606606
1016,9.1682434,54.0023651
1017,9.2363281,54.1440201
1018,9.3050156,54.2856216
1019,9.3742828,54.4271545
1020,9.4441681,54.5686340
1021,9.5146561,54.7100449
1022,9.5857544,54.8514023
1023,9.6574860,54.9926834
1024,9.7298431,55.1339111
1025,9.8028488,55.2750740
1026,9.8764877,55.4161720
1027,9.9507980,55.5572052
1028,10.0257568,55.6981697
1029,10.1013870,55.8390694
1030,10.1776962,55.9798927
1031,10.2546921,56.1206512
1032,10.3323669,56.2613411
1033,10.4107666,56.4019661
1034,10.4898605,56.5425072
1035,10.5696793,56.6829834
1036,10.6502228,56.8233795
1037,10.7314987,56.9637032
1038,10.8135300,57.1039581
1039,10.8963013,57.2441254
1040,10.9798508,57.3842239
1041,11.0641632,57.5242348
1042,11.1492538,57.6641731
1043,11.2351532,57.8040352
1044,11.3218384,57.9438095
1045,11.4093399,58.0834999
1046,11.4976654,58.2231064
1047,11.5868149,58.3626289
1048,11.6768112,58.5020676
1049,11.7676620,58.6414108
1050,11.8593674,58.7806702
1051,8.4667435,53.0481148
1052,8.5301666,53.1903648
1053,8.5941391,53.3325615
1054,8.6586685,53.4747086
1055,8.7237396,53.6167984
1056,8.7893677,53.7588310
1057,8.8555679,53.9008141
1058,8.9223328,54.0427284
1059,8.9896774,54.1845932
1060,9.0576096,54.3264008
1061,9.1261292,54.4681511
1062,9.1952515,54.6098404
1063,9.2649765,54.7514687
1064,9.3353195,54.8930435
1065,9.4062805,55.0345497
1066,9.4778595,55.1759987
1067,9.5500793,55.3173828
1068,9.6229324,55.4587021
1069,9.6964417,55.5999641
1070,9.7706070,55.7411499
1071,9.8454361,55.8822784
1072,9.9209366,56.0233345
1073,9.9971161,56.1643257
1074,10.0739822,56.3052444
1075,10.1515427,56.4460983
1076,10.2298126,56.5868835
1077,10.3087921,56.7275925
1078,10.3884964,56.8682289
1079,10.4689255,57.0087967
1080,10.5501022,57.1492882
1081,10.6320190,57.2897034
1082,10.7146988,57.4300499
1083,10.7981415,57.5703125
1084,10.8823547,57.7104950
1085,10.9673691,57.8506088
1086,11.0531769,57.9906349
1087,11.1397781,58.1305809
1088,11.2272034,58.2704468
1089,11.3154526,58.4102287
1090,11.4045410,58.5499268
1091,11.4944687,58.6895332
1092,11.5852585,58.8290634
1093,8.2254410,53.0865479
1094,8.2881546,53.2290001
1095,8.3514099,53.3713913
1096,8.4152069,53.5137405
1097,8.4795532,53.6560326
1098,8.5444489,53.7982750
1099,8.6099091,53.9404602
1100,8.6759415,54.0825844
1101,8.7425308,54.2246590
1102,8.8097153,54.3666725
1103,8.8774796,54.5086365
1104,8.9458313,54.6505356
1105,9.0148010,54.7923851
1106,9.0843658,54.9341736
1107,9.1545486,55.0758934
1108,9.2253494,55.2175636
1109,9.2967758,55.3591690
1110,9.3688431,55.5007095
1111,9.4415436,55.6421890
1112,9.5149002,55.7835960
1113,9.5889206,55.9249496
1114,9.6635971,56.0662384
1115,9.7389603,56.2074547
1116,9.8149948,56.3486061
1117,9.8917236,56.4896965
1118,9.9691544,56.6307106
1119,10.0472946,56.7716560
1120,10.1261368,56.9125290
1121,10.2057190,57.0533371
1122,10.2860260,57.1940727
1123,10.3670807,57.3347244
1124,10.4488831,57.4753113
1125,10.5314407,57.6158218
1126,10.6147842,57.7562561
1127,10.6988983,57.8966179
1128,10.7838058,58.0368958
1129,10.8695068,58.1770935
1130,10.9560242,58.3172150
1131,11.0433502,58.4572525
1132,11.1315155,58.5972061
1133,11.2205124,58.7370720
1134,11.3103714,58.8768616
1135,7.9837112,53.1244965
1136,8.0457153,53.2671432
1137,8.1082382,53.4097328
1138,8.1713104,53.5522842
1139,8.2349243,53.6947746
1140,8.2990875,53.8372192
1141,8.3638000,53.9796066
1142,8.4290695,54.1219368
1143,8.4949188,54.2642136
1144,8.5613403,54.4064445
1145,8.6283417,54.5486069
1146,8.6959305,54.6907272
1147,8.7641144,54.8327789
1148,8.8329010,54.9747810
1149,8.9022903,55.1167183
1150,8.9723053,55.2586060
1151,9.0429306,55.4004250
1152,9.1141968,55.5421867
1153,9.1860962,55.6838875
1154,9.2586365,55.8255157
1155,9.3318329,55.9670944
1156,9.4056931,56.1086006
1157,9.4802246,56.2500458
1158,9.5554199,56.3914337
1159,9.6313095,56.5327492
1160,9.7078934,56.6739922
1161,9.7851791,56.8151741
1162,9.8631668,56.9562836
1163,9.9418716,57.0973206
1164,10.0213165,57.2382965
1165,10.1014862,57.3791924
1166,10.1824112,57.5200157
1167,10.2640915,57.6607704
1168,10.3465271,57.8014526
1169,10.4297409,57.9420586
1170,10.5137405,58.0825844
1171,10.5985260,58.2230263
1172,10.6841278,58.3634071
1173,10.7705231,58.5037003
1174,10.8577576,58.6439018
1175,10.9458237,58.7840309
1176,11.0347366,58.9240837
1177,7.7415543,53.1619530
1178,7.8028336,53.3047867
1179,7.8646317,53.4475784
1180,7.9269714,53.5903282
1181,7.9898376,53.7330170
1182,8.0532608,53.8756599
1183,8.1172256,54.0182495
1184,8.1817398,54.1607819
1185,8.2468262,54.3032608
1186,8.3124847,54.4456978
1187,8.3787079,54.5880699
1188,8.4455338,54.7304001
1189,8.5129318,54.8726616
1190,8.5809326,55.0148735
1191,8.6495285,55.1570206
1192,8.7187347,55.2991180
1193,8.7885666,55.4411545
1194,8.8590164,55.5831299
1195,8.9301071,55.7250519
1196,9.0018311,55.8669014
1197,9.0742035,56.0087013
1198,9.1472244,56.1504364
1199,9.2209167,56.2921028
1200,9.2952728,56.4337158
1201,9.3703079,56.5752563
1202,9.4460373,56.7167282
1203,9.5224533,56.8581390
1204,9.5995789,56.9994812
1205,9.6774139,57.1407509
1206,9.7559738,57.2819633
1207,9.8352585,57.4230957
1208,9.9152908,57.5641594
1209,9.9960709,57.7051544
1210,10.0776062,57.8460732
1211,10.1599045,57.9869270
1212,10.2429886,58.1277046
1213,10.3268509,58.2683907
1214,10.4115219,58.4090195
1215,10.4969940,58.5495644
1216,10.5832748,58.6900215
1217,10.6703873,58.8304062
1218,10.7583466,58.9707146
1219,7.4989777,53.1989098
1220,7.5595245,53.3419418
1221,7.6205902,53.4849319
1222,7.6821899,53.6278687
1223,7.7443161,53.7707520
1224,7.8069763,53.9135971
1225,7.8701859,54.0563850
1226,7.9339523,54.1991196
1227,7.9982681,54.3418007
1228,8.0631485,54.4844360
1229,8.1286011,54.6270180
1230,8.1946335,54.7695465
1231,8.2612457,54.9120216
1232,8.3284531,55.0544395
1233,8.3962555,55.1968002
1234,8.4646606,55.3391075
1235,8.5336838,55.4813614
1236,8.6033173,55.6235466
1237,8.6735764,55.7656860
1238,8.7444763,55.9077568
1239,8.8160172,56.0497742
1240,8.8881912,56.1917229
1241,8.9610367,56.3336143
1242,9.0345459,56.4754486
1243,9.1087265,56.6172142
1244,9.1835861,56.7589111
1245,9.2591324,56.9005508
1246,9.3353806,57.0421219
1247,9.4123383,57.1836281
1248,9.4900131,57.3250694
1249,9.5684052,57.4664383
1250,9.6475296,57.6077423
1251,9.7274017,57.7489777
1252,9.8080215,57.8901367
1253,9.8894043,58.0312271
1254,9.9715500,58.1722374
1255,10.0544815,58.3131790
1256,10.1382141,58.4540558
1257,10.2227402,58.5948486
1258,10.3080673,58.7355499
1259,10.3942261,58.8761978
1260,10.4812164,59.0167542
1261,7.2559814,53.2353783
1262,7.3157959,53.3786049
1263,7.3761292,53.5217819
1264,7.4369812,53.6649132
1265,7.4983444,53.8079948
1266,7.5602646,53.9510269
1267,7.6227112,54.0940170
1268,7.6856995,54.2369499
1269,7.7492447,54.3798370
1270,7.8133545,54.5226669
1271,7.8780212,54.6654510
1272,7.9432678,54.8081818
1273,8.0090790,54.9508553
1274,8.0754852,55.0934868
1275,8.1424789,55.2360535
1276,8.2100754,55.3785667
1277,8.2782745,55.5210304
1278,8.3470840,55.6634369
1279,8.4165192,55.8057823
1280,8.4865799,55.9480667
1281,8.5572739,56.0902977
1282,8.6286163,56.2324715
1283,8.7005997,56.3745804
1284,8.7732468,56.5166321
1285,8.8465652,56.6586227
1286,8.9205475,56.8005486
1287,8.9952240,56.9424133
1288,9.0705872,57.0842133
1289,9.1466522,57.2259407
1290,9.2234192,57.3676147
1291,9.3009109,57.5092163
1292,9.3791275,57.6507530
1293,9.4580765,57.7922173
1294,9.5377808,57.9336166
1295,9.6182327,58.0749550
1296,9.6994476,58.2162018
1297,9.7814331,58.3573837
1298,9.8642120,58.4985008
1299,9.9477768,58.6395378
1300,10.0321426,58.7804985
1301,10.1173325,58.9213943
1302,10.2033463,59.0622025
1303,7.0125809,53.2713509
1304,7.0716553,53.4147682
1305,7.1312332,53.5581284
1306,7.1913300,53.7014542
1307,7.2519531,53.8447304
1308,7.3130951,53.9879608
1309,7.3747787,54.1311378
1310,7.4369965,54.2742653
1311,7.4997711,54.4173508
1312,7.5630875,54.5603790
1313,7.6269684,54.7033653
1314,7.6914062,54.8462982
1315,7.7564316,54.9891777
1316,7.8220291,55.1320076
1317,7.8882065,55.2747803
1318,7.9549789,55.4175034
1319,8.0223618,55.5601692
1320,8.0903397,55.7027855
1321,8.1589355,55.8453445
1322,8.2281494,55.9878387
1323,8.2979965,56.1302872
1324,8.3684769,56.2726746
1325,8.4396057,56.4150047
1326,8.5113907,56.5572701
1327,8.5838318,56.6994820
1328,8.6569366,56.8416290
1329,8.7307205,56.9837112
1330,8.8051910,57.1257401
1331,8.8803558,57.2676964
1332,8.9562225,57.4095993
1333,9.0327988,57.5514259
1334,9.1100922,57.6931953
1335,9.1881256,57.8348923
1336,9.2668839,57.9765244
1337,9.3464050,58.1180992
1338,9.4266663,58.2595863
1339,9.5077057,58.4010124
1340,9.5895157,58.5423698
1341,9.6721191,58.6836548
1342,9.7555161,58.8248558
1343,9.8397217,58.9659920
1344,9.9247437,59.1070595
1345,6.7687836,53.3068352
1346,6.8271027,53.4504356
1347,6.8859329,53.5939865
1348,6.9452744,53.7374992
1349,7.0051270,53.8809586
1350,7.0655060,54.0243835
1351,7.1264114,54.1677513
1352,7.1878510,54.3110771
1353,7.2498398,54.4543495
1354,7.3123703,54.5975800
1355,7.3754501,54.7407608
1356,7.4390945,54.8838921
1357,7.5032959,55.0269737
1358,7.5680847,55.1700020
1359,7.6334381,55.3129768
1360,7.6993942,55.4559097
1361,7.7659302,55.5987816
1362,7.8330765,55.7415962
1363,7.9008331,55.8843651
1364,7.9692001,56.0270767
1365,8.0381851,56.1697350
1366,8.1078033,56.3123322
1367,8.1780624,56.4548759
1368,8.2489624,56.5973587
1369,8.3205261,56.7397881
1370,8.3927460,56.8821526
1371,8.4656296,57.0244560
1372,8.5391998,57.1666985
1373,8.6134567,57.3088875
1374,8.6884079,57.4510117
1375,8.7640610,57.5930710
1376,8.8404312,57.7350655
1377,8.9175262,57.8769951
1378,8.9953461,58.0188637
1379,9.0739059,58.1606598
1380,9.1532288,58.3023949
1381,9.2333069,58.4440575
1382,9.3141403,58.5856476
1383,9.3957672,58.7271767
1384,9.4781799,58.8686218
1385,9.5613937,59.0100021
1386,9.6454163,59.1513100
1387,6.5245590,53.3418121
1388,6.5821304,53.4855881
1389,6.6402054,53.6293297
1390,6.6987839,53.7730331
1391,6.7578735,53.9166794
1392,6.8174820,54.0602875
1393,6.8776093,54.2038574
1394,6.9382553,54.3473625
1395,6.9994507,54.4908333
1396,7.0611801,54.6342545
1397,7.1234665,54.7776260
1398,7.1862946,54.9209557
1399,7.2496948,55.0642395
1400,7.3136520,55.2074661
1401,7.3781891,55.3506393
1402,7.4433060,55.4937706
1403,7.5090103,55.6368523
1404,7.5753098,55.7798729
1405,7.6422043,55.9228516
1406,7.7097168,56.0657616
1407,7.7778397,56.2086258
1408,7.8465881,56.3514366
1409,7.9159698,56.4941902
1410,7.9859924,56.6368904
1411,8.0566635,56.7795334
1412,8.1279831,56.9221153
1413,8.1999741,57.0646400
1414,8.2726212,57.2071037
1415,8.3459702,57.3495140
1416,8.4199905,57.4918556
1417,8.4947205,57.6341400
1418,8.5701523,57.7763672
1419,8.6462936,57.9185143
1420,8.7231674,58.0606117
1421,8.8007812,58.2026520
1422,8.8791275,58.3446121
1423,8.9582214,58.4865074
1424,9.0380936,58.6283379
1425,9.1187210,58.7700958
1426,9.2001343,58.9117813
1427,9.2823486,59.0534058
1428,9.3653717,59.1949615
1429,6.2799530,53.3762932
1430,6.3367615,53.5202522
1431,6.3940735,53.6641769
1432,6.4518890,53.8080597
1433,6.5101929,53.9518929
1434,6.5690231,54.0956879
1435,6.6283646,54.2394409
1436,6.6882324,54.3831367
1437,6.7486267,54.5267982
1438,6.8095474,54.6704102
1439,6.8710251,54.8139763
1440,6.9330368,54.9575005
1441,6.9956207,55.1009750
1442,7.0587540,55.2444038
1443,7.1224442,55.3877716
1444,7.1867294,55.5311012
1445,7.2515869,55.6743813
1446,7.3170319,55.8176117
1447,7.3830719,55.9607849
1448,7.4497147,56.1038971
1449,7.5169678,56.2469749
1450,7.5848389,56.3899956
1451,7.6533356,56.5329552
1452,7.7224655,56.6758614
1453,7.7922440,56.8187256
1454,7.8626556,56.9615135
1455,7.9337311,57.1042519
1456,8.0054703,57.2469368
1457,8.0778885,57.3895645
1458,8.1509857,57.5321312
1459,8.2247620,57.6746368
1460,8.2992554,57.8170815
1461,8.3744507,57.9594612
1462,8.4503632,58.1017838
1463,8.5269928,58.2440414
1464,8.6043701,58.3862419
1465,8.6824799,58.5283623
1466,8.7613678,58.6704292
1467,8.8410034,58.8124313
1468,8.9214172,58.9543533
1469,9.0026245,59.0962181
1470,9.0846100,59.2380066
1471,6.0349426,53.4102707
1472,6.0910034,53.5544167
1473,6.1475372,53.6985130
1474,6.2045746,53.8425751
1475,6.2621078,53.9866028
1476,6.3201523,54.1305733
1477,6.3787003,54.2745094
1478,6.4377670,54.4183960
1479,6.4973526,54.5622444
1480,6.5574799,54.7060509
1481,6.6181412,54.8498077
1482,6.6793289,54.9935188
1483,6.7410736,55.1371841
1484,6.8033829,55.2808075
1485,6.8662415,55.4243736
1486,6.9296722,55.5679016
1487,6.9936752,55.7113762
1488,7.0582657,55.8548050
1489,7.1234360,55.9981766
1490,7.1892090,56.1414986
1491,7.2555847,56.2847748
1492,7.3225708,56.4280014
1493,7.3901672,56.5711670
1494,7.4584045,56.7142868
1495,7.5272675,56.8573494
1496,7.5967789,57.0003586
1497,7.6669312,57.1433105
1498,7.7377472,57.2862091
1499,7.8092194,57.4290428
1500,7.8813858,57.5718346
1501,7.9542160,57.7145538
1502,8.0277481,57.8572235
1503,8.1019821,57.9998283
1504,8.1769257,58.1423759
1505,8.2525864,58.2848587
1506,8.3289719,58.4272842
1507,8.4060974,58.5696373
1508,8.4839783,58.7119293
1509,8.5626144,58.8541679
1510,8.6420059,58.9963264
1511,8.7221909,59.1384201
1512,8.8031540,59.2804489
1513,5.7895584,53.4437485
1514,5.8448410,53.5880661
1515,5.9006119,53.7323494
1516,5.9568634,53.8765907
1517,6.0136108,54.0207901
1518,6.0708618,54.1649475
1519,6.1286163,54.3090668
1520,6.1868744,54.4531326
1521,6.2456589,54.5971680
1522,6.3049622,54.7411575
1523,6.3647919,54.8850975
1524,6.4251709,55.0290031
1525,6.4860764,55.1728592
1526,6.5475388,55.3166733
1527,6.6095505,55.4604301
1528,6.6721268,55.6041489
1529,6.7352753,55.7478294
1530,6.7989960,55.8914490
1531,6.8632965,56.0350266
1532,6.9281921,56.1785469
1533,6.9936752,56.3220253
1534,7.0597763,56.4654503
1535,7.1264801,56.6088181
1536,7.1938019,56.7521439
1537,7.2617569,56.8954201
1538,7.3303375,57.0386314
1539,7.3995667,57.1817932
1540,7.4694519,57.3249054
1541,7.5399857,57.4679565
1542,7.6111984,57.6109581
1543,7.6830750,57.7538948
1544,7.7556381,57.8967743
1545,7.8289032,58.0396004
1546,7.9028625,58.1823654
1547,7.9775391,58.3250847
1548,8.0529404,58.4677238
1549,8.1290588,58.6103058
1550,8.2059326,58.7528381
1551,8.2835541,58.8953018
1552,8.3619232,59.0376892
1553,8.4410706,59.1800194
1554,8.5209961,59.3222923
1555,5.5437775,53.4767227
1556,5.5982895,53.6212158
1557,5.6532745,53.7656708
1558,5.7087479,53.9100914
1559,5.7647095,54.0544662
1560,5.8211594,54.1988068
1561,5.8781128,54.3431015
1562,5.9355621,54.4873543
1563,5.9935303,54.6315689
1564,6.0520172,54.7757454
1565,6.1110229,54.9198761
1566,6.1705551,55.0639648
1567,6.2306290,55.2080040
1568,6.2912445,55.3520088
1569,6.3524017,55.4959602
1570,6.4141235,55.6398735
1571,6.4764023,55.7837372
1572,6.5392532,55.9275551
1573,6.6026688,56.0713234
1574,6.6666794,56.2150383
1575,6.7312775,56.3587227
1576,6.7964630,56.5023422
1577,6.8622665,56.6459198
1578,6.9286728,56.7894440
1579,6.9957047,56.9329224
1580,7.0633621,57.0763359
1581,7.1316528,57.2197075
1582,7.2005920,57.3630295
1583,7.2701797,57.5062943
1584,7.3404312,57.6495094
1585,7.4113541,57.7926636
1586,7.4829483,57.9357605
1587,7.5552216,58.0788002
1588,7.6281967,58.2217827
1589,7.7018814,58.3647118
1590,7.7762680,58.5075798
1591,7.8513870,58.6503906
1592,7.9272385,58.7931404
1593,8.0038300,58.9358330
1594,8.0811691,59.0784454
1595,8.1592712,59.2210121
1596,8.2381439,59.3635101
1597,5.2976227,53.5091934
1598,5.3513489,53.6538544
1599,5.4055557,53.7984848
1600,5.4602356,53.9430809
1601,5.5153961,54.0876312
1602,5.5710449,54.2321396
1603,5.6271973,54.3766212
1604,5.6838303,54.5210495
1605,5.7409744,54.6654434
1606,5.7986374,54.8097992
1607,5.8568039,54.9541130
1608,5.9155045,55.0983887
1609,5.9747314,55.2426109
1610,6.0344849,55.3868027
1611,6.0947876,55.5309448
1612,6.1556396,55.6750450
1613,6.2170410,55.8190994
1614,6.2790146,55.9631042
1615,6.3415527,56.1070709
1616,6.4046631,56.2509842
1617,6.4683609,56.3948593
1618,6.5326462,56.5386772
1619,6.5975266,56.6824532
1620,6.6630173,56.8261757
1621,6.7291183,56.9698563
1622,6.7958450,57.1134796
1623,6.8631897,57.2570534
1624,6.9311752,57.4005775
1625,6.9998016,57.5440521
1626,7.0690918,57.6874695
1627,7.1390381,57.8308372
1628,7.2096481,57.9741478
1629,7.2809448,58.1174049
1630,7.3529205,58.2605972
1631,7.4256058,58.4037590
1632,7.4989853,58.5468369
1633,7.5730667,58.6898613
1634,7.6478958,58.8328400
1635,7.7234497,58.9757538
1636,7.7997437,59.1185989
1637,7.8768005,59.2613907
1638,7.9546127,59.4041176
1639,5.0510941,53.5411491
1640,5.1040344,53.6859894
1641,5.1574478,53.8307877
1642,5.2113419,53.9755516
1643,5.2656937,54.1202736
1644,5.3205414,54.2649651
1645,5.3758621,54.4096146
1646,5.4316864,54.5542259
1647,5.4880066,54.6987991
1648,5.5448303,54.8433304
1649,5.6021652,54.9878235
1650,5.6600113,55.1322746
1651,5.7183838,55.2766876
1652,5.7772827,55.4210625
1653,5.8367157,55.5653839
1654,5.8967056,55.7096710
1655,5.9572220,55.8539162
1656,6.0183029,55.9981117
1657,6.0799561,56.1422691
1658,6.1421585,56.2863693
1659,6.2049561,56.4304390
1660,6.2683258,56.5744591
1661,6.3322830,56.7184258
1662,6.3968430,56.8623505
1663,6.4620056,57.0062256
1664,6.5277939,57.1500511
1665,6.5941849,57.2938309
1666,6.6612091,57.4375534
1667,6.7288818,57.5812263
1668,6.7971878,57.7248611
1669,6.8661499,57.8684311
1670,6.9357758,58.0119591
1671,7.0060730,58.1554222
1672,7.0770493,58.2988358
1673,7.1487122,58.4421921
1674,7.2210770,58.5855026
1675,7.2941284,58.7287407
1676,7.3679276,58.8719406
1677,7.4424286,59.0150757
1678,7.5176697,59.1581421
1679,7.5936661,59.3011589
1680,7.6704025,59.4441071